date,ID
3900,234613
3914,59225
3913,33231
3912,87652
551,81673
5927,113909
3901,190490
553,211890
3916,144727
3915,144726
552,140520
5928,165359
5934,184458
3907,58527
3906,243397
3905,22002
3904,229291
3903,142222
3902,41435
5929,184461
3911,189187
5930,252536
5931,184460
5932,6989
3909,189191
3910,104327
5947,216010
5948,184114
3865,239750
5124,77234
5123,79608
5688,252365
5044,222503
5045,153858
5305,47517
5304,154314
5774,104253
598,252296
5775,201968
5301,220271
5777,165826
5300,245144
5782,217216
5781,252559
5783,213541
5778,173424
5307,43021
5306,140024
5779,219151
635,46334
6675,240916
6754,5735
8514,121390
5293,243365
8516,71099
8517,237396
8518,6081
5295,654
5298,2464
8509,176711
8510,233010
8511,102210
5776,107707
5786,128320
5297,154315
5789,225489
5065,253245
5067,65890
5772,223476
5066,194868
5768,119993
5769,173165
5042,82866
5770,54018
5755,173164
5749,184646
5750,19870
5751,60553
5752,19893
5753,75833
5754,128390
5758,119994
5759,16425
5760,252564
5761,80727
5762,168000
5040,253105
5038,250277
5037,251163
5756,11285
5757,128385
5048,250885
5047,82467
5049,99100
5788,244798
8512,119879
8532,56089
5689,53376
8477,47895
5309,109445
5308,195430
8501,121367
8502,75490
8503,237060
8504,56153
8505,252201
5311,251532
8506,166618
8500,186309
8491,121353
8492,252641
8495,186412
8497,159689
8499,44795
8496,152116
8541,116796
8586,208666
8587,172872
8589,150980
8590,6174
8591,17738
8592,170435
8593,56100
8595,242013
8577,18728
8579,237705
5270,253524
8581,87524
5310,79962
8476,170606
8533,84721
8475,186350
8534,26850
5316,13186
8537,251922
8538,241867
8539,121343
8530,170549
8529,249900
8520,241428
8521,251706
8522,69987
8526,17718
8527,84738
8528,22614
8524,119903
8507,39168
5319,220262
8483,24861
8484,17753
5318,42481
8486,62347
8487,130365
8488,119539
8489,44706
5317,194763
8479,250396
5315,139532
8471,237063
8472,249609
8473,176603
5062,243908
5063,194822
5064,17983
5704,213372
5703,252368
5707,217052
5026,196076
5710,120709
5708,10288
5709,61375
5027,220879
5028,103088
5801,54032
593,1507
592,253355
4986,194893
5799,78644
4985,251186
594,45098
4988,200839
4987,241353
4983,191046
4978,250234
5803,60551
4977,111189
4976,26929
4975,79805
4974,17911
4973,15602
5794,165903
4981,153903
4980,196084
5790,252792
5032,99502
5700,68725
5765,81261
5033,62997
5127,22131
5129,85228
5128,153772
5684,53378
5019,30963
5686,114531
5018,109229
5017,253104
5016,241757
5020,193560
5021,193038
5714,233600
5715,86098
5713,145667
5024,250032
5023,2746
5712,237344
5022,144363
5010,251635
5716,128514
5011,233775
5015,105312
5014,153865
5012,251166
5030,82463
5029,142947
5705,240720
5706,106408
5699,217237
597,192240
5793,184674
5791,81245
5004,193556
5824,104197
5827,145921
5825,184122
5058,251153
5826,25107
5056,226637
5818,202418
5050,192970
5811,84652
589,174760
5812,72265
590,108929
5807,54007
591,253354
5051,220891
5070,58309
5068,62952
588,169938
5813,75710
5815,58638
5816,133751
5071,47179
5075,51029
647,252305
5767,38061
5074,109233
5073,250444
600,174765
5072,3030
5060,105265
5055,103090
5829,127949
4990,50984
5003,241354
5002,40873
595,192239
5798,4175
5007,2005
5006,243610
5005,251162
5001,220869
4994,153862
4993,42496
4992,26715
4991,40858
5806,11305
587,182857
5052,132335
5822,51743
652,182883
5823,90752
4995,95106
5000,191035
4999,241352
4997,49801
651,221117
5819,99825
5036,154588
5054,252938
5828,128589
586,89388
5837,213956
3826,74396
4645,113731
3584,250458
5398,180023
3590,155466
5396,132383
3589,136975
3588,250847
3587,31534
5395,194776
3586,136863
5406,139301
5407,3951
5405,41617
781,115685
3577,26557
5409,194231
5408,195280
3576,58115
5400,232605
5402,201115
5403,50897
3578,31425
5401,194334
3581,102415
3579,83141
5384,201028
3580,87598
3627,3276
3628,250139
5387,62657
5382,201030
3582,188066
3585,155467
775,210712
5466,194168
3612,253226
3620,232431
3619,253019
5474,13214
771,42857
5475,62663
3571,41591
3570,112021
3569,18594
5457,250238
5458,88309
784,80386
3572,136897
3574,42241
5460,47526
5456,13475
3573,188075
5453,220129
5454,73704
5455,154017
5461,252904
5467,41636
3562,249206
3561,242148
3563,188069
5462,1782
5463,43581
5464,135338
5465,179662
5383,194790
5391,41615
3615,64041
3681,193748
3672,142064
3667,33171
3666,244024
5415,2512
5416,154366
3665,178087
3664,188287
5410,251320
5411,194244
5412,116421
3671,142599
3670,3256
3668,232421
5413,222339
5414,50894
5421,109124
5419,249556
3639,155174
629,45118
5420,139296
5418,135171
630,36350
5417,251527
5477,250902
3641,61791
3640,242742
5534,217170
5535,98288
3633,42137
5427,252972
5426,201088
5392,17815
5425,133009
5393,89900
3661,188218
3660,49460
5388,194251
5390,17804
3654,253224
3653,219787
5389,107907
3652,243923
5424,234393
3655,155274
3656,43831
776,253620
3659,111385
3658,251207
5422,109125
5423,133000
3657,200251
3663,18272
3680,15293
3679,82416
3678,136704
3677,33496
772,253637
3676,100323
5430,250541
3675,136707
3674,188281
3682,155802
5469,4957
3617,251208
3827,200449
3793,155848
3790,178475
5626,167821
615,79729
5630,81096
3792,105217
758,197745
3796,252761
3795,152916
3794,111814
5629,120023
3782,33303
3781,15213
3780,152913
3784,49691
5648,10208
5649,51365
5650,51333
3786,252764
3785,50052
3783,178470
5647,124037
3762,59902
3746,155062
3745,250457
3744,142744
3749,136762
5652,128429
3748,2077
5653,120097
3791,97352
3771,253219
3747,3225
3772,15329
3698,111942
5670,120109
5671,203213
5672,37933
3700,5081
5634,66901
613,241169
614,126865
5636,24555
3777,188918
3776,98609
3775,187806
759,191391
5633,173087
5639,219029
3779,101941
5640,120121
3774,178393
3770,199985
612,140158
3769,18297
3768,136736
3767,200004
3766,187670
3765,253023
5637,53406
3764,99522
3763,251202
3773,242156
5654,91686
3742,155220
3618,227661
780,99798
3598,2010
3597,219980
3605,102358
3609,200234
779,131715
3606,247338
5432,85331
5434,250591
3594,63829
5435,43561
3593,33116
3592,142517
5431,116458
3596,5023
5436,251530
5440,70260
5441,69555
5442,79606
5443,195486
3595,245709
3611,33317
3622,136678
5438,133020
5470,194172
5471,253150
5472,194170
3625,136684
627,250647
778,191173
3599,142552
3600,83037
3740,188399
3601,78996
5641,252555
3738,23936
3737,136785
3736,13946
3741,251201
5644,252376
3759,15223
5645,233610
5646,245488
3761,201249
3760,200373
5643,128584
3758,198600
3757,239419
5448,250088
3753,252751
3752,177926
3751,15224
5447,251531
3750,199961
3754,43904
3756,219678
5445,96538
3755,253022
5446,241365
5450,24003
3604,43893
3603,13821
3602,227759
3632,253017
3631,49488
3630,250844
4025,41599
3989,46042
3988,200613
3987,240471
3986,49497
5864,75571
5865,202351
3991,222052
5863,251882
3980,250820
3979,18255
3978,200756
5861,123032
3977,153007
3976,41585
5862,213792
3983,178333
5866,184116
5867,6725
3985,57665
571,96764
5869,101587
3984,49669
3982,83076
4002,244384
4001,3118
4003,105480
5885,213940
5886,51742
4005,243590
4009,18259
4026,187812
563,62561
4024,111785
4011,137364
5507,124105
4010,200594
5506,133576
4013,249374
5503,128700
5504,54901
5508,53444
4020,178104
4021,200597
5513,241629
5514,252553
5515,120040
625,206395
4030,153017
4029,142338
5509,7898
5510,128708
4032,137519
5563,64748
4027,155372
5875,90751
5876,66565
4022,222099
5870,10244
5871,213802
5872,81281
5873,38638
4023,141991
4008,83115
4007,155769
3629,232442
5881,81052
3828,101526
3834,100548
3833,111345
5839,107724
3831,251132
5840,214006
3842,188946
751,191124
582,196866
3852,241077
3853,18627
583,250645
3856,111835
5843,239949
577,74726
3855,137439
3854,251418
3848,178462
3847,90110
5841,213996
578,62248
5832,64518
3843,41895
5833,172055
3846,15841
5834,48470
3844,83016
5831,251723
585,234241
5882,115041
3829,188090
564,211910
3838,253031
4006,23965
5884,251881
4000,49376
3999,42250
5883,106452
3995,155307
3994,200616
5894,86203
561,159255
3993,200589
5893,86202
5892,56455
3998,85019
5888,250470
562,75952
5890,213809
5891,213812
3997,187767
565,33076
5880,122993
3837,13851
3836,178483
566,28964
567,48352
569,159259
3835,188903
568,95539
3841,57647
3840,144649
5505,145473
742,126570
5518,219169
5557,51868
5553,128664
5554,128663
5555,81243
5556,119980
3951,155899
5562,108390
623,8308
3950,229161
745,52155
3955,188162
3953,187822
3962,26647
5552,124091
5544,7866
3968,31695
5546,86127
5547,128686
3969,144819
3975,142273
5542,29556
3974,49677
5543,184798
3972,15844
3971,107812
3970,238327
744,92269
5551,184566
5548,84624
5549,133594
3949,253232
5559,96335
5523,201896
5561,213234
5533,145450
3637,111992
5539,173143
3635,33114
3634,13957
5540,173146
5541,214660
3648,61793
5536,246571
5538,213195
5537,11960
777,41100
5529,81241
3650,101959
3649,227673
3647,200334
3646,111394
3645,74298
5528,79258
3644,155263
3643,142639
3642,251423
5532,84626
5530,128647
3958,253231
3957,200735
5558,119964
5560,184563
3960,50032
3965,219978
5550,99968
743,62273
5526,145474
3947,111255
5491,16441
3946,155345
5493,252862
3945,18570
5492,223051
5486,250667
5487,128724
3932,178342
5490,86088
5489,60175
748,243990
5502,93416
3931,23958
3938,101883
5521,107754
3936,200471
3935,59533
3934,107794
5520,16435
4015,33440
4014,13880
5519,3032
4016,58030
5525,173060
4019,250808
5522,29596
4018,227694
4017,178105
5479,31259
5481,74646
3939,253201
5498,53430
3928,3449
5495,58430
3927,31761
5501,251044
3930,178288
3926,111823
5500,39899
3920,138392
3919,229303
3918,251219
3917,15894
3921,155858
5497,124136
5499,145551
3940,239054
3925,137165
3924,63886
5483,51870
5484,214706
3923,155879
3922,200558
5485,157441
3944,49722
3943,18649
3942,50046
3941,155915
5478,13216
5480,139372
8583,150975
5276,22161
8584,176800
73,3762
5255,32874
7940,117448
7941,205062
7936,98119
7935,212422
9387,84821
5254,59282
7932,212288
7933,25233
7934,205084
7915,123068
5258,195149
9386,209746
7914,34026
7890,34044
5257,240390
85,162657
7892,212446
84,230346
83,105776
9410,166663
7889,252615
7881,128842
5218,113392
9408,29839
5217,61735
7882,205091
7883,91081
7884,93719
5256,41265
7937,218678
7885,117735
7931,68311
8066,166277
9397,71146
8067,38361
9395,241843
8070,72319
8071,39853
8072,16142
8073,204547
8074,51777
8068,9970
8112,171938
7999,212655
7927,249873
7928,148687
7929,204454
7930,251988
75,141643
9384,11110
74,32248
76,20061
77,55001
7924,33615
7916,60134
7920,128931
9383,82012
78,57641
7921,148699
7923,250372
7925,90813
87,140437
9407,176562
8064,90803
7972,83277
7974,66743
7975,81447
7983,91916
7976,204713
7977,212683
66,164175
7984,148872
7994,204748
5208,195307
638,85477
7995,165582
7996,215522
7997,10903
639,13556
7998,148882
7992,123277
7985,215505
7986,215525
7987,59138
9404,57930
637,5295
7990,225152
7971,123298
5211,109282
9497,217578
5210,132935
9496,151349
71,197210
7952,123063
7973,250679
7978,90793
5216,139979
9402,224781
7887,205099
7888,185257
86,192305
7894,9988
7905,81457
7906,185319
7908,215917
7909,185339
7911,250671
5215,85373
80,192165
7913,90731
7904,117752
7897,212437
7899,204470
7900,204471
7901,164841
7902,16794
7903,80785
7942,228085
5222,113394
65,197261
9411,102201
7979,60192
9400,7147
7981,245095
7982,117524
5220,58149
5219,179854
8065,114302
8075,80838
8585,252434
64,47092
9438,60396
8001,123269
8010,129533
5172,143040
8002,228015
63,249927
5252,47362
8011,204735
8023,148732
8025,68286
8026,54503
8027,165544
8028,185594
9453,252490
8022,148731
8021,148730
5251,253527
8012,165580
8013,129514
61,197225
9456,250706
5250,46507
8017,215425
5249,96070
8018,10491
60,211948
8091,218777
8092,248518
8093,250465
5174,194576
9419,223189
8095,10048
8008,244489
8034,16218
9432,75224
58,192002
9431,6050
8040,91884
9422,67848
9416,209684
8048,40484
8049,185040
8046,78284
9415,67529
8041,108000
9414,121319
8030,129611
9413,57347
8044,114793
9417,18924
8045,249123
5170,106561
5169,613
8029,165737
8004,103916
8005,204728
5168,253246
9421,88732
8006,204730
8007,225149
5175,198787
9418,175436
8094,166314
8096,51756
9398,119098
8000,16221
9447,17412
8057,167513
8058,40478
8060,6487
9446,17345
8062,251974
9394,216774
8056,212625
9393,55557
8051,18725
8052,33889
9392,207647
8053,72314
8054,185100
8055,166349
5263,26904
8083,212598
8063,185085
5262,153410
9390,17379
57,19295
8077,218739
56,251265
5261,14549
5260,13466
9399,75457
8079,242986
8080,215351
8081,218778
8082,93628
8102,51381
54,240313
8106,34070
8097,106925
9451,172948
55,249758
8085,83239
9439,98217
5253,136274
8099,240549
9444,44897
5248,252900
9443,39024
8088,83244
8089,57762
8090,117536
8087,231119
5244,194463
9441,172846
8108,81408
9440,160980
8109,228032
8110,64308
8107,100602
9450,88188
5245,43005
8100,204381
9449,35884
5246,195407
8101,102544
52,250158
8104,24501
5238,168415
70,103063
7950,128792
8281,17634
8282,130218
8283,11090
9469,5449
8284,84213
8285,163076
30,115920
9461,150825
26,55053
9460,185792
8305,182147
9459,159738
25,162730
8306,152259
24,252321
27,80352
8303,33866
9458,11422
8298,35707
8299,152255
4656,138476
8300,250922
28,169890
9462,224780
8301,236246
8215,100282
9463,166478
8143,181483
4657,191708
4658,101343
4665,57123
4661,250863
4659,70250
4662,158178
15,127585
8330,250921
8332,208983
8333,241966
8334,35414
8335,232175
8328,116699
18,112276
4650,180199
21,159357
4649,224062
9466,129858
20,253362
4655,50532
19,132097
8326,5863
8327,251833
8216,152005
4663,158176
9468,4612
8287,121016
31,159360
8289,230383
8290,121049
8291,163126
8292,182143
8293,34520
8294,121054
8286,208987
4660,869
8138,152173
5237,23821
9472,92521
8115,80510
50,192015
8117,39705
9471,84886
8118,117390
8119,209723
8120,53943
9470,18912
666,100458
4630,63431
4629,68152
9475,207839
8135,134632
4628,253516
4627,249950
4631,226238
42,127569
8198,157112
8199,121514
8200,207280
8201,157107
8202,77342
8197,163148
8196,93665
8192,87354
8194,39114
8195,152006
8191,120990
8203,130438
51,242220
8114,123466
8140,35939
8121,209722
45,250734
46,132113
9479,16648
47,197240
9478,175613
9477,17398
43,235924
4634,234444
4633,138772
4632,251521
8149,87357
8146,52703
8144,11057
44,250644
8147,250927
8148,17564
9482,252701
48,192017
8136,170762
8125,167314
8126,130086
8127,252636
8128,19656
8129,162997
8130,121563
9476,252206
8131,58202
4636,39401
8122,176851
16,141594
8329,121022
9457,129707
9486,163720
8263,84243
34,227117
8265,237011
8266,121594
9484,29886
8261,116730
8254,99732
5225,70257
5228,220456
9494,87185
9493,160895
5230,154303
8268,152027
8272,252200
33,192366
8275,157182
9492,224719
9491,88184
8276,157180
32,69199
9490,9231
8278,47632
9489,252208
8270,176896
5226,58692
9519,123749
9518,61723
8251,157128
4653,191529
8262,17610
5231,194470
8322,121023
5232,249439
9495,9208
7944,252074
7945,80520
5236,194464
72,103620
5235,168423
5234,194438
7947,205071
7949,58225
9498,207482
5233,180385
7954,218679
7964,38414
9500,231659
5239,31315
7965,148763
7967,250367
9499,209807
7968,165557
67,33008
7970,108170
5242,3985
7955,19851
69,212031
636,170952
7959,251098
9487,84887
7961,242134
7962,204671
9516,35924
8271,166624
8250,26834
8249,134666
8236,252634
8234,176808
9502,173011
8238,84199
8239,208439
8240,35934
36,101454
8241,44175
9501,252698
8279,208689
8280,157176
4647,239131
9512,17442
8318,18674
9513,216763
8319,152298
4646,224055
8320,240130
8315,101606
8314,18664
22,192274
9511,4092
9510,104129
8310,152230
9507,17395
4651,197367
8311,208986
8312,92384
9483,250688
8235,96847
8242,64294
9503,163633
8223,181740
8224,64314
9514,9260
8225,39145
8226,121505
8227,176993
8228,134582
8229,239908
9520,160929
37,115919
4652,82633
8231,84484
8232,252190
8233,56279
8222,216660
8243,60373
8218,29824
8219,170532
8220,75421
9524,87446
9523,4090
664,253386
9522,17443
9521,102625
8244,252193
8246,181496
8247,17666
4654,46484
8248,47909
5183,179774
8033,93743
8032,148799
8449,224804
8447,83826
8453,207052
5377,21339
8454,217616
8457,93465
8470,51530
8436,207325
8415,52771
8416,210433
9571,166677
9538,151308
9536,163637
8412,159489
8411,80245
5379,180026
9535,207527
9534,175661
8400,11671
8401,241981
8402,232130
8403,250920
8404,51658
8405,176870
8406,34533
8407,44196
8409,252656
8410,208416
5378,25813
9542,207661
8450,252447
8448,251923
5373,63523
9586,210293
8396,181551
8443,176749
5357,194232
5356,85198
8444,230841
5354,179707
5353,194725
9594,101387
8445,121354
9593,119109
8441,52717
8440,252445
5352,41624
8437,102607
8438,250911
9585,240657
8439,93464
5358,154148
8446,5995
8461,66556
633,174425
8462,19025
9584,5466
9587,207718
8466,6030
8467,186365
8460,64401
8459,249624
8458,186425
632,162624
8434,210148
8731,180887
8771,208950
8772,20602
9559,60398
8773,248958
8774,253423
8767,208953
5334,32783
9558,217354
8762,250996
9557,151454
8763,18832
8764,90211
5333,78820
8748,125978
5332,13190
5331,248200
9556,100280
8766,56049
5330,153968
9560,44813
8747,71743
9570,163636
5328,153308
8732,38850
9569,16632
9568,130022
9567,7117
9566,17420
9565,83827
9561,242342
9544,207664
8768,208952
8435,207037
8761,103292
9540,25433
8430,216826
8429,163123
8420,134572
5371,194767
8422,17688
8423,207056
5375,109077
9530,250419
8425,109899
9529,90922
8426,44693
8427,103554
8428,250694
8424,210439
8614,134620
8755,11531
9528,83828
8757,29795
8758,180603
9527,163788
8759,16912
8760,160246
5351,15711
9533,55577
8750,86847
9531,160822
8751,76353
8752,11529
5359,234349
8,59073
5367,59270
5268,247797
8544,52710
8546,19707
8547,133396
8548,159715
8549,61707
8575,150976
8563,47967
5277,85353
8568,150751
8569,22646
8570,207073
8571,207329
8572,151013
8573,64441
8574,252631
5286,56749
8566,163088
5285,109437
8564,22663
5278,74610
5287,2473
5292,41239
9577,82009
5291,135132
8567,62589
5289,251317
8376,130190
8378,134483
9582,101025
8543,121345
8550,186377
8355,71195
8562,207069
8596,210084
5273,92213
8607,241239
8608,119679
5272,180390
8612,163162
8613,66563
5271,75128
5266,139965
8598,109884
8599,238472
8600,26843
8601,151004
8602,235581
8605,121683
5265,14445
8604,250481
8576,250407
8551,210402
8552,224797
8553,166908
8554,163110
5267,136261
8555,121380
8556,166611
8558,121386
8559,19036
8561,250913
5269,43409
5284,252898
8375,162987
5280,28236
8370,82198
8353,152347
8347,18743
8346,210213
8338,47651
8339,156915
9574,51501
8340,92392
8341,216679
5365,238991
8342,29707
9592,88661
8343,102288
12,251266
13,27626
5366,189519
8359,17650
8360,176903
8361,16580
8362,35996
5370,15394
9590,19588
9588,207502
8363,120968
5369,17809
8364,216713
8365,116863
8358,181550
5368,201059
8354,48648
5361,134977
5362,73642
8352,209044
8386,116905
8371,250409
9580,209814
5279,179799
8372,208326
8374,162986
5,13771
8379,39093
9576,93540
9573,83850
8388,181514
8391,11669
8394,26832
8395,248847
4,36247
5363,101895
9572,207484
8381,162988
8382,103599
5282,70494
8385,241438
5281,26900
9575,237039
8367,109719
5320,15355
8348,230831
8349,84169
9,197169
8351,120960
9564,17419
8730,79446
8031,38430
8646,151086
8639,134613
9601,210316
9600,160967
9599,123758
9598,252498
9596,227999
8700,250908
5198,245592
8702,109927
8703,18737
8704,170039
9607,77368
9603,58822
9605,151338
5186,179844
5185,253537
8698,75482
8697,252217
5165,241320
8691,84795
8692,56103
8707,17750
5164,47498
8693,92477
9637,252157
9636,7137
8708,252215
8719,39129
8720,56113
9602,47952
8645,176957
8724,44451
9608,229603
5202,116464
8631,79167
8632,163181
9612,175314
5207,49926
8633,236983
9611,151431
9616,210305
8628,150962
8627,181629
8626,39189
8616,101780
8617,109842
9623,35802
8619,159822
8620,181824
8638,207221
8621,30020
5205,73900
8623,210181
8624,44746
5204,73686
5203,42428
5197,143038
8642,251705
8643,77302
8644,252881
9617,64258
9610,119864
8721,157604
5167,153335
9562,82002
9630,83882
8687,130315
8688,181644
8683,163164
9429,175338
8679,176591
8680,36142
8677,252440
9427,250766
5181,95190
9426,163819
9425,56142
5179,2547
5178,13446
8337,93574
8336,208650
9424,19058
5177,139408
9423,88649
8036,117529
9430,56140
5182,228879
8037,93784
9437,175601
9436,207108
8038,251975
8039,123400
9435,9278
9434,78670
9433,84871
5184,194568
9631,5494
9634,186225
8676,207371
8725,101166
9642,52407
9644,83867
8718,245777
8717,4370
8709,62470
9643,252504
8711,150959
8712,48676
8713,11132
8714,167221
8715,56109
5166,251318
9641,123723
9640,207705
8674,236153
9632,80500
5160,154377
9629,185922
8675,17765
9628,7122
9627,209831
5159,239004
9626,9206
9625,133474
8670,8862
8671,252212
8673,109886
8690,163166
8630,210121
8629,134608
640,238094
8816,180792
8814,180872
9654,240653
5347,251152
9658,252517
8806,237102
8807,234963
5346,154230
9659,55459
5345,85189
8809,208240
8810,208241
9661,47809
8813,240772
9660,248972
8825,9520
8826,240029
9648,160921
8824,224639
8820,208215
8821,109684
8822,121099
8818,209484
9645,55609
5336,154205
8823,252266
8783,96437
8784,125912
8785,230477
8786,29764
5348,62684
9655,19087
8647,252812
9657,84893
5323,31295
8726,170040
8727,208311
8728,24734
9549,19584
9548,207521
5324,194347
8729,236156
9546,121413
8743,26864
5325,46519
5327,15719
9553,19082
9555,250758
8745,163196
8746,29805
8741,86817
5326,234862
8734,20253
9554,207518
8735,252739
8736,61139
8737,170035
5349,250536
8738,250051
9552,224685
9551,252705
9550,93537
8777,251896
634,174427
5338,233936
5337,27278
8789,157637
5188,179821
8653,163097
8655,176633
5187,153428
8650,44780
9664,207159
5192,168351
5191,62787
9663,119200
8651,26844
8652,235568
9666,77354
8658,116751
8659,12298
8660,207418
8661,237417
8662,180719
8663,246055
5190,109136
8664,209495
8665,151097
8666,109930
8656,181676
9615,7143
9614,129889
5200,153436
8657,36118
8649,176597
8648,116780
8654,176600
9665,231300
9668,56168
8803,163227
9653,7120
8790,180587
5264,198622
9652,237056
9651,39077
8779,35329
8791,125905
8781,134709
9662,100273
8782,160305
8792,108115
5194,195455
5193,168346
9672,12214
642,158703
9671,250393
8804,80278
9670,237470
9669,109825
8793,16921
8794,16923
8795,217966
8797,93282
8798,166956
8800,76383
9674,123782
8801,16929
9675,175557
3701,111440
3705,78952
3707,250854
7144,243345
7133,241052
7121,252820
7123,246589
7124,250613
7307,92803
7346,122337
7349,107005
7350,252865
7360,239005
7365,118798
7366,177571
7342,233495
7332,193007
7333,80463
7340,238999
7099,122656
7252,117089
7256,92963
7258,87635
7260,246627
7263,56790
7265,207070
7231,80531
7238,122415
7241,207077
7245,122411
7246,131630
7295,87706
7297,252674
7152,156875
7139,211067
7301,252786
7137,246637
6608,17236
6610,157823
6643,251244
6644,34564
6647,122809
6641,251261
7173,207046
7181,193047
7170,252696
7160,116941
7165,237781
7156,210875
7185,54265
7219,131676
7221,207068
7226,117408
7209,18452
7187,2745
7192,11579
7196,207049
7199,86242
7203,210893
7109,252732
7110,158495
7112,87898
7113,51538
7107,206756
7104,18609
7136,250569
7300,193018
7286,11281
6629,157804
7045,206661
393,251665
535,232660
599,155295
394,251612
859,154787
857,124025
49,159753
274,251569
390,14101
641,251655
795,101887
271,103543
697,26420
914,57219
570,14715
147,251600
494,12368
798,197609
149,251598
750,171858
800,185429
574,194070
801,57120
279,194222
155,32815
40,29205
942,185409
916,83983
715,227256
495,50118
7048,150739
7275,131292
7025,85631
7278,210905
7280,199387
7096,122295
7001,80768
6978,18616
6980,107690
7013,92621
7014,172116
7015,95710
7004,11597
7011,85636
6953,252769
6957,18572
6958,13798
6959,179803
6952,80490
6944,252917
6947,106387
6973,11414
6968,252887
6971,95798
7068,212930
7057,188011
7060,80893
7071,106587
7088,250697
7084,211052
7032,80673
7024,1777
6632,207509
6627,134535
6239,172735
6723,210713
6730,252254
6732,251240
6826,95774
6909,203412
6912,252798
6913,203410
6915,252864
6900,119251
6901,80489
6903,228164
6931,80876
6932,78326
6933,2838
6936,122335
6919,24990
6698,122281
6854,252890
6855,250611
6856,78683
6850,46026
6833,252913
6835,188236
6838,237943
6839,231674
6842,11583
6843,46403
6885,230589
6889,252771
6881,252852
6725,240269
6733,251234
6865,192947
6741,22801
8959,204506
7371,158880
7368,179748
6782,210696
6783,251227
6759,134940
6760,110669
6768,251228
6773,193551
6776,61772
6780,110596
6812,78248
6813,239049
6818,85685
6822,106562
6809,78298
6790,251231
6793,205369
6802,251925
6807,192962
6808,106695
6751,193552
6713,233648
6715,251256
6703,253292
6707,189411
6719,252253
6736,110657
6739,122800
6861,18940
6868,179335
6624,50309
6440,1950
6485,251305
6498,155469
6500,34991
6504,40888
6472,193474
6471,172640
6443,82560
6444,111585
6449,120107
6455,215409
6456,16183
6457,229075
6459,25851
6461,251307
6465,91706
6666,251221
6670,251243
6671,252941
6662,251216
6651,37321
6658,252942
6672,37350
6688,210692
6693,670
6678,156853
6680,232850
6681,146311
6684,90886
6604,252364
6441,246218
6407,16181
6870,252754
6402,19373
6874,252893
6697,29429
6546,207481
6549,34641
6517,252332
6520,252939
6525,167750
6583,210788
6589,252390
6590,12557
6591,150934
6601,110397
6582,111171
6567,110740
6568,2718
6569,253659
6508,252393
6574,40284
6577,175447
6579,251275
6505,84126
6417,51457
6419,135280
6421,120916
